Weapon type,Skin,Quality,Collection,Factory New,Minimal Wear,Field-Tested,Well-Worn,Battle-Scarred,Year
P250,Red Rock,Restricted,Operation Hydra Case,$12.44 USD,$8.74 USD,$6.78 USD,$6.00 USD,$6.10 USD,2017
P90,Death Grip,Restricted,Operation Hydra Case,,,,,,2017
SSG 08,Death's Head,Restricted,Operation Hydra Case,$585.11 USD,$574.39 USD,$506.89 USD,$813.05 USD,$481.99 USD,2017
Dual Berettas,Cobra Strike,Classified,Operation Hydra Case,$65.40 USD,$49.96 USD,$48.32 USD,$42.94 USD,$42.47 USD,2017
Galil AR,Sugar Rush,Classified,Operation Hydra Case,$73.97 USD,$52.17 USD,$46.20 USD,$48.88 USD,$56.58 USD,2017
M4A4,Hellfire,Classified,Operation Hydra Case,$71.74 USD,$53.46 USD,$48.55 USD,$51.70 USD,$48.77 USD,2017
Five-SeveN,Hyper Beast,Covert,Operation Hydra Case,$128.72 USD,$52.00 USD,$34.10 USD,$24.10 USD,$23.74 USD,2017
AWP,Oni Taiji,Covert,Operation Hydra Case,$639.92 USD,$482.00 USD,$339.85 USD,$238.18 USD,$240.59 USD,2017
MAC-10,Oceanic,Mil-Spec,Spectrum 2 Case,$0.22 USD,$0.11 USD,$0.07 USD,$0.08 USD,$0.06 USD,2017
Sawed-Off,Morris,Mil-Spec,Spectrum 2 Case,$0.26 USD,$0.10 USD,$0.07 USD,$0.06 USD,$0.06 USD,2017
SCAR-20,Jungle Slipstream,Mil-Spec,Spectrum 2 Case,$0.20 USD,$0.10 USD,$0.07 USD,$0.06 USD,$0.22 USD,2017
Five-SeveN,Capillary,Mil-Spec,Spectrum 2 Case,$0.33 USD,$0.23 USD,$0.17 USD,$0.18 USD,$0.15 USD,2017
AUG,Triqua,Mil-Spec,Spectrum 2 Case,$0.34 USD,$0.10 USD,$0.07 USD,$0.06 USD,$0.06 USD,2017
G3SG1,Hunter,Mil-Spec,Spectrum 2 Case,$0.27 USD,$0.12 USD,$0.08 USD,$0.06 USD,$0.07 USD,2017
Tec-9,Cracked Opal,Mil-Spec,Spectrum 2 Case,$0.30 USD,$0.10 USD,$0.07 USD,$0.06 USD,$0.06 USD,2017
Glock-18,Off World,Mil-Spec,Spectrum 2 Case,$0.58 USD,$0.12 USD,$0.08 USD,$0.08 USD,$0.08 USD,2017
MP9,Goo,Restricted,Spectrum 2 Case,$1.34 USD,$0.70 USD,$0.37 USD,$0.39 USD,$0.38 USD,2017
SG 553,Phantom,Restricted,Spectrum 2 Case,$1.29 USD,$0.62 USD,$0.38 USD,$0.42 USD,$0.38 USD,2017
XM1014,Ziggy,Restricted,Spectrum 2 Case,$1.58 USD,$0.84 USD,$0.42 USD,$0.56 USD,$0.39 USD,2017
UMP-45,Exposure,Restricted,Spectrum 2 Case,$1.28 USD,$0.61 USD,$0.37 USD,$0.35 USD,$0.34 USD,2017
CZ75-Auto,Tacticat,Restricted,Spectrum 2 Case,$1.55 USD,$0.72 USD,$0.38 USD,$0.35 USD,$0.33 USD,2017
PP-Bizon,High Roller,Classified,Spectrum 2 Case,$11.55 USD,$4.82 USD,$2.53 USD,$1.81 USD,$1.72 USD,2017
R8 Revolver,Llama Cannon,Classified,Spectrum 2 Case,$1.92 USD,$0.83 USD,$0.35 USD,$0.25 USD,$0.25 USD,2017
M4A1-S,Leaded Glass,Classified,Spectrum 2 Case,$12.52 USD,$7.13 USD,$5.00 USD,$5.99 USD,$4.60 USD,2017
AK-47,The Empress,Covert,Spectrum 2 Case,$162.61 USD,$54.53 USD,$31.27 USD,$25.35 USD,$23.65 USD,2017
P250,See Ya Later,Covert,Spectrum 2 Case,,,,,,2017
SG 553,Aloha,Mil-Spec,Clutch Case,$0.22 USD,$0.10 USD,$0.06 USD,$0.07 USD,$0.06 USD,2018
MP9,Black Sand,Mil-Spec,Clutch Case,,,,,,2018
XM1014,Oxide Blaze,Mil-Spec,Clutch Case,,,,,,2018
P2000,Urban Hazard,Mil-Spec,Clutch Case,$0.25 USD,$0.10 USD,$0.06 USD,$0.06 USD,$0.06 USD,2018
R8 Revolver,Grip,Mil-Spec,Clutch Case,,,,,,2018
Five-SeveN,Flame Test,Mil-Spec,Clutch Case,$0.20 USD,$0.10 USD,$0.07 USD,$0.07 USD,$0.06 USD,2018
PP-Bizon,Night Riot,Mil-Spec,Clutch Case,$0.19 USD,$0.10 USD,$0.06 USD,$0.07 USD,$0.06 USD,2018
Nova,Wild Six,Restricted,Clutch Case,$1.28 USD,$0.58 USD,$0.29 USD,$0.26 USD,$0.24 USD,2018
Negev,Lionfish,Restricted,Clutch Case,$1.21 USD,$0.55 USD,$0.28 USD,$0.29 USD,$0.25 USD,2018
MAG-7,SWAG-7,Restricted,Clutch Case,$10.58 USD,$4.27 USD,$0.30 USD,$0.78 USD,$0.23 USD,2018
UMP-45,Arctic Wolf,Restricted,Clutch Case,$1.41 USD,$0.55 USD,$0.27 USD,$0.28 USD,$0.22 USD,2018
Glock-18,Moonrise,Restricted,Clutch Case,$1.36 USD,$0.70 USD,$0.33 USD,$0.38 USD,$0.29 USD,2018
USP-S,Cortex,Classified,Clutch Case,$10.75 USD,$4.16 USD,$2.06 USD,$1.71 USD,$1.63 USD,2018
AUG,Stymphalian,Classified,Clutch Case,$6.75 USD,$3.14 USD,$1.40 USD,$1.37 USD,$1.33 USD,2018
AWP,Mortis,Classified,Clutch Case,$6.83 USD,$3.00 USD,$1.48 USD,$2.34 USD,$1.59 USD,2018
MP7,Bloodsport,Covert,Clutch Case,$4.21 USD,$2.16 USD,$1.32 USD,$1.96 USD,$1.23 USD,2018
M4A4,Neo-Noir,Covert,Clutch Case,$35.57 USD,$13.91 USD,$5.88 USD,$5.34 USD,$3.92 USD,2018
Dual Berettas,Shred,Mil-Spec,Horizon Case,$0.39 USD,$0.20 USD,$0.14 USD,$0.13 USD,$0.11 USD,2018
R8 Revolver,Survivalist,Mil-Spec,Horizon Case,$0.35 USD,$0.22 USD,$0.12 USD,$0.12 USD,$0.10 USD,2018
MP9,Capillary,Mil-Spec,Horizon Case,$0.40 USD,$0.22 USD,$0.14 USD,$0.19 USD,$0.12 USD,2018
AUG,Amber Slipstream,Mil-Spec,Horizon Case,$0.33 USD,$0.22 USD,$0.12 USD,$0.12 USD,$0.11 USD,2018
Tec-9,Snek-9,Mil-Spec,Horizon Case,$8.38 USD,$1.30 USD,$1.88 USD,$0.11 USD,$1.74 USD,2018
P90,Traction,Mil-Spec,Horizon Case,$0.83 USD,$0.22 USD,$0.13 USD,$0.10 USD,$0.10 USD,2018
Glock-18,Warhawk,Mil-Spec,Horizon Case,$0.63 USD,$0.24 USD,$0.17 USD,$0.18 USD,$0.17 USD,2018
Nova,Toy Soldier,Restricted,Horizon Case,$3.44 USD,$1.37 USD,$0.75 USD,$0.56 USD,$0.50 USD,2018
G3SG1,High Seas,Restricted,Horizon Case,$2.78 USD,$1.39 USD,$0.70 USD,$0.55 USD,$0.51 USD,2018
MP7,Powercore,Restricted,Horizon Case,$2.86 USD,$1.45 USD,$0.71 USD,$0.83 USD,$0.45 USD,2018
CZ75-Auto,Eco,Restricted,Horizon Case,$3.02 USD,$1.58 USD,$0.79 USD,$0.55 USD,$0.46 USD,2018
AWP,PAW,Restricted,Horizon Case,,,,,,2018
FAMAS,Eye of Athena,Classified,Horizon Case,$13.69 USD,$6.00 USD,$3.67 USD,$3.65 USD,$3.24 USD,2018
Sawed-Off,Devourer,Classified,Horizon Case,$12.93 USD,$6.13 USD,$3.80 USD,$3.03 USD,$2.87 USD,2018
M4A1-S,Nightmare,Classified,Horizon Case,$43.30 USD,$20.09 USD,$10.25 USD,$6.76 USD,$6.32 USD,2018
Desert Eagle,Code Red,Covert,Horizon Case,$78.72 USD,$37.66 USD,$23.48 USD,$18.02 USD,$17.63 USD,2018
AK-47,Neon Rider,Covert,Horizon Case,$146.92 USD,$66.96 USD,$35.12 USD,$32.49 USD,$22.92 USD,2018
MP9,Modest Threat,Mil-Spec,Danger Zone Case,$0.27 USD,$0.11 USD,$0.07 USD,$0.07 USD,$0.06 USD,2018
Glock-18,Oxide Blaze,Mil-Spec,Danger Zone Case,$0.30 USD,$0.11 USD,$0.07 USD,$0.08 USD,$0.07 USD,2018
Nova,Wood Fired,Mil-Spec,Danger Zone Case,$0.23 USD,$0.11 USD,$0.07 USD,$0.08 USD,$0.07 USD,2018
M4A4,Magnesium,Mil-Spec,Danger Zone Case,$2.03 USD,$0.41 USD,$0.17 USD,$0.08 USD,$0.08 USD,2018
Sawed-Off,Black Sand,Mil-Spec,Danger Zone Case,$0.24 USD,$0.11 USD,$0.07 USD,$0.06 USD,$0.06 USD,2018
SG 553,Danger Close,Mil-Spec,Danger Zone Case,$0.23 USD,$0.11 USD,$0.07 USD,$0.07 USD,$0.07 USD,2018
Tec-9,Fubar,Mil-Spec,Danger Zone Case,,$1.30 USD,$0.07 USD,$0.07 USD,$0.06 USD,2018
G3SG1,Scavenger,Restricted,Danger Zone Case,$1.29 USD,$0.72 USD,$0.45 USD,$0.57 USD,$0.45 USD,2018
Galil AR,Signal,Restricted,Danger Zone Case,$1.37 USD,$0.77 USD,$0.47 USD,$0.44 USD,$0.42 USD,2018
MAC-10,Pipe Down,Restricted,Danger Zone Case,$1.96 USD,$0.75 USD,$0.45 USD,$0.45 USD,$0.38 USD,2018
P250,Nevermore,Restricted,Danger Zone Case,$1.34 USD,$0.73 USD,$0.53 USD,$0.67 USD,,2018
USP-S,Flashback,Restricted,Danger Zone Case,$2.92 USD,$0.90 USD,$0.48 USD,$0.47 USD,$0.47 USD,2018
UMP-45,Momentum,Classified,Danger Zone Case,$8.41 USD,$4.88 USD,$3.45 USD,$3.36 USD,$3.13 USD,2018
Desert Eagle,Mecha Industries,Classified,Danger Zone Case,$0.66 USD,$5.97 USD,$9.25 USD,$9.24 USD,$9.16 USD,2018
MP5-SD,Phosphor,Classified,Danger Zone Case,$9.52 USD,$5.21 USD,$3.39 USD,$3.41 USD,$3.03 USD,2018
AK-47,Asiimov,Covert,Danger Zone Case,$226.33 USD,$50.89 USD,$27.72 USD,$28.22 USD,$21.04 USD,2018
AWP,Neo-Noir,Covert,Danger Zone Case,$36.82 USD,$28.93 USD,$24.58 USD,$24.06 USD,$21.24 USD,2018
FAMAS,Crypsis,Mil-Spec,Prisma Case,$0.51 USD,$0.23 USD,$0.12 USD,$0.13 USD,$0.11 USD,2019
AK-47,Uncharted,Mil-Spec,Prisma Case,$1.14 USD,$0.41 USD,$0.25 USD,$0.56 USD,$0.25 USD,2019
MAC-10,Whitefish,Mil-Spec,Prisma Case,$0.58 USD,$0.25 USD,$0.12 USD,$0.09 USD,$0.09 USD,2019
Galil AR,Akoben,Mil-Spec,Prisma Case,,,,,,2019
MP7,Mischief,Mil-Spec,Prisma Case,,,,,,2019
P250,Verdigris,Mil-Spec,Prisma Case,,,,,,2019
P90,Off World,Mil-Spec,Prisma Case,$0.56 USD,$0.25 USD,$0.11 USD,$0.12 USD,$0.09 USD,2019
AWP,Atheris,Restricted,Prisma Case,$13.05 USD,$5.17 USD,$2.38 USD,$1.68 USD,$1.46 USD,2019
Tec-9,Bamboozle,Restricted,Prisma Case,$1.28 USD,$0.57 USD,$0.26 USD,$0.34 USD,$0.24 USD,2019
Desert Eagle,Light Rail,Restricted,Prisma Case,$5.33 USD,$1.52 USD,$0.63 USD,$0.55 USD,$0.50 USD,2019
MP5-SD,Gauss,Restricted,Prisma Case,$1.33 USD,$0.51 USD,$0.24 USD,$0.24 USD,$0.22 USD,2019
UMP-45,Moonrise,Restricted,Prisma Case,$1.21 USD,$0.53 USD,$0.26 USD,$0.48 USD,,2019
R8 Revolver,Skull Crusher,Classified,Prisma Case,,,$1.58 USD,$1.26 USD,$1.13 USD,2019
AUG,Momentum,Classified,Prisma Case,$22.58 USD,$5.44 USD,$1.79 USD,$1.33 USD,$1.17 USD,2019
XM1014,Incinegator,Classified,Prisma Case,,$14.65 USD,$1.63 USD,$2.28 USD,$1.21 USD,2019
Five-SeveN,Angry Mob,Covert,Prisma Case,$11.29 USD,$6.33 USD,$2.81 USD,$4.21 USD,$2.80 USD,2019
M4A4,The Emperor,Covert,Prisma Case,,,,,,2019
Tec-9,Flash Out,Mil-Spec,CS20 Case,$0.23 USD,$0.14 USD,$0.14 USD,$0.10 USD,$0.09 USD,2019
SCAR-20,Assault,Mil-Spec,CS20 Case,$0.22 USD,$0.14 USD,$0.14 USD,$0.56 USD,$0.09 USD,2019
Dual Berettas,Elite 1.6,Mil-Spec,CS20 Case,$0.25 USD,$0.14 USD,$0.14 USD,$0.11 USD,$0.09 USD,2019
MAG-7,Popdog,Mil-Spec,CS20 Case,$0.22 USD,$0.14 USD,$0.12 USD,$0.11 USD,$0.09 USD,2019
MAC-10,Classic Crate,Mil-Spec,CS20 Case,$0.35 USD,$0.14 USD,$0.13 USD,$0.09 USD,$0.10 USD,2019
FAMAS,Decommissioned,Mil-Spec,CS20 Case,,,,,,2019
Glock-18,Sacrifice,Mil-Spec,CS20 Case,$1.06 USD,$0.20 USD,$0.15 USD,$0.09 USD,$0.09 USD,2019
M249,Aztec,Restricted,CS20 Case,,,,,,2019
Five-SeveN,Buddy,Restricted,CS20 Case,$1.69 USD,$1.04 USD,$0.66 USD,$1.04 USD,$0.58 USD,2019
UMP-45,Plastique,Restricted,CS20 Case,$1.71 USD,$1.02 USD,$0.63 USD,$0.68 USD,$0.50 USD,2019
P250,Inferno,Restricted,CS20 Case,$1.76 USD,$1.03 USD,$0.67 USD,$0.61 USD,$0.47 USD,2019
MP5-SD,Agent,Restricted,CS20 Case,$3.47 USD,$1.05 USD,$0.68 USD,$0.52 USD,$0.44 USD,2019
P90,Nostalgia,Classified,CS20 Case,$11.96 USD,$6.85 USD,$4.98 USD,$5.87 USD,$5.10 USD,2019
AUG,Death by Puppy,Classified,CS20 Case,$12.18 USD,$6.98 USD,$5.15 USD,$5.19 USD,,2019
MP9,Hydra,Classified,CS20 Case,,,,,,2019
FAMAS,Commemoration,Covert,CS20 Case,$20.86 USD,$14.63 USD,$12.08 USD,$11.39 USD,$10.97 USD,2019
AWP,Wildfire,Covert,CS20 Case,$157.19 USD,$93.09 USD,$54.07 USD,$52.93 USD,$32.82 USD,2019
Nova,Plume,Mil-Spec,Shattered Web Case,$1.45 USD,$1.12 USD,$1.19 USD,$1.16 USD,$0.89 USD,2019
G3SG1,Black Sand,Mil-Spec,Shattered Web Case,$1.39 USD,$1.17 USD,$1.14 USD,$1.35 USD,$0.96 USD,2019
R8 Revolver,Memento,Mil-Spec,Shattered Web Case,$1.87 USD,$1.15 USD,$1.01 USD,$1.19 USD,$1.15 USD,2019
M249,Warbird,Mil-Spec,Shattered Web Case,$1.37 USD,$1.06 USD,$1.15 USD,$1.11 USD,$1.03 USD,2019
SCAR-20,Torn,Mil-Spec,Shattered Web Case,$1.12 USD,$1.15 USD,$1.17 USD,$1.13 USD,,2019
MP5-SD,Acid Wash,Mil-Spec,Shattered Web Case,$1.21 USD,$1.11 USD,$1.06 USD,$1.02 USD,$1.15 USD,2019
Dual Berettas,Balance,Mil-Spec,Shattered Web Case,$2.87 USD,$1.23 USD,$1.21 USD,$1.05 USD,$1.05 USD,2019
PP-Bizon,Embargo,Restricted,Shattered Web Case,$6.00 USD,$2.90 USD,$1.84 USD,$1.34 USD,$1.07 USD,2019
P2000,Obsidian,Restricted,Shattered Web Case,$10.46 USD,$4.01 USD,$1.89 USD,$1.35 USD,$1.10 USD,2019
MP7,Neon Ply,Restricted,Shattered Web Case,$5.89 USD,$2.86 USD,$1.78 USD,$1.17 USD,$1.02 USD,2019
AUG,Arctic Wolf,Restricted,Shattered Web Case,$6.63 USD,$3.37 USD,$1.82 USD,$2.02 USD,$1.28 USD,2019
AK-47,Rat Rod,Restricted,Shattered Web Case,$11.34 USD,$5.29 USD,$3.13 USD,$3.16 USD,$2.93 USD,2019
Tec-9,Decimator,Classified,Shattered Web Case,$52.33 USD,$25.31 USD,$10.46 USD,$12.49 USD,$8.28 USD,2019
SSG 08,Bloodshot,Classified,Shattered Web Case,,$52.40 USD,$8.12 USD,$8.22 USD,$7.35 USD,2019
SG 553,Colony IV,Classified,Shattered Web Case,,,,,,2019
MAC-10,Stalker,Covert,Shattered Web Case,$66.96 USD,$26.30 USD,$13.72 USD,$11.41 USD,$11.40 USD,2019
AWP,Containment Breach,Covert,Shattered Web Case,$440.09 USD,$162.56 USD,$82.50 USD,$61.61 USD,$44.46 USD,2019
CZ75-Auto,Distressed,Mil-Spec,Prisma 2 Case,$0.26 USD,$0.11 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
Negev,Prototype,Mil-Spec,Prisma 2 Case,$0.22 USD,$0.11 USD,$0.06 USD,$0.07 USD,$0.06 USD,2020
R8 Revolver,Bone Forged,Mil-Spec,Prisma 2 Case,$0.09 USD,$0.03 USD,$0.03 USD,$0.02 USD,$0.02 USD,2020
MP5-SD,Desert Strike,Mil-Spec,Prisma 2 Case,$0.27 USD,$0.10 USD,$0.07 USD,$0.07 USD,$0.06 USD,2020
AUG,Tom Cat,Mil-Spec,Prisma 2 Case,$0.28 USD,$0.10 USD,$0.07 USD,$0.07 USD,$0.06 USD,2020
Desert Eagle,Blue Ply,Mil-Spec,Prisma 2 Case,$1.23 USD,$0.22 USD,$0.13 USD,$0.09 USD,$0.09 USD,2020
AWP,Capillary,Mil-Spec,Prisma 2 Case,,,,,,2020
P2000,Acid Etched,Restricted,Prisma 2 Case,,,,,,2020
SCAR-20,Enforcer,Restricted,Prisma 2 Case,,,,,,2020
Sawed-Off,Apocalypto,Restricted,Prisma 2 Case,$1.55 USD,$0.59 USD,$0.35 USD,$0.30 USD,$0.27 USD,2020
SG 553,Darkwing,Restricted,Prisma 2 Case,$1.93 USD,$0.69 USD,$0.38 USD,$0.27 USD,$0.27 USD,2020
SSG 08,Fever Dream,Restricted,Prisma 2 Case,$43.47 USD,$5.98 USD,$4.45 USD,$4.40 USD,$4.32 USD,2020
MAG-7,Justice,Classified,Prisma 2 Case,$10.58 USD,$4.78 USD,$2.32 USD,$1.82 USD,$1.43 USD,2020
MAC-10,Disco Tech,Classified,Prisma 2 Case,$13.11 USD,$5.25 USD,$2.47 USD,$1.92 USD,$1.55 USD,2020
AK-47,Phantom Disruptor,Classified,Prisma 2 Case,$10.95 USD,$6.55 USD,$4.42 USD,$5.26 USD,$3.64 USD,2020
M4A1-S,Player Two,Covert,Prisma 2 Case,$107.86 USD,$51.10 USD,$27.24 USD,$23.96 USD,$14.44 USD,2020
Glock-18,Bullet Queen,Covert,Prisma 2 Case,$51.34 USD,$15.59 USD,$7.53 USD,$5.12 USD,$3.88 USD,2020
SG 553,Ol' Rusty,Mil-Spec,Fracture Case,$0.19 USD,$0.09 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
Negev,Ultralight,Mil-Spec,Fracture Case,$0.19 USD,$0.09 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
P2000,Gnarled,Mil-Spec,Fracture Case,$0.26 USD,$0.09 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
P250,Cassette,Mil-Spec,Fracture Case,$0.18 USD,$0.10 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
P90,Freight,Mil-Spec,Fracture Case,$0.20 USD,$0.09 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
PP-Bizon,Runic,Mil-Spec,Fracture Case,$0.24 USD,$0.09 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
SSG 08,Mainframe 001,Mil-Spec,Fracture Case,$0.36 USD,$0.10 USD,$0.06 USD,$0.06 USD,$0.06 USD,2020
MAG-7,Monster Call,Restricted,Fracture Case,$1.54 USD,$0.67 USD,$0.38 USD,$0.28 USD,$0.28 USD,2020
Tec-9,Brother,Restricted,Fracture Case,$1.40 USD,$0.66 USD,$0.38 USD,$0.28 USD,$0.25 USD,2020
Galil AR,Connexion,Restricted,Fracture Case,$1.48 USD,$0.72 USD,$0.37 USD,$0.37 USD,$0.29 USD,2020
MP5-SD,Kitbash,Restricted,Fracture Case,$1.37 USD,$0.71 USD,$0.44 USD,$0.33 USD,$0.27 USD,2020
MAC-10,Allure,Restricted,Fracture Case,$1.46 USD,$0.66 USD,$0.37 USD,$0.28 USD,$0.25 USD,2020
XM1014,Entombed,Classified,Fracture Case,$8.78 USD,$4.66 USD,$2.93 USD,$2.70 USD,$2.64 USD,2020
Glock-18,Vogue,Classified,Fracture Case,$8.70 USD,$5.06 USD,$2.94 USD,$2.78 USD,$2.28 USD,2020
M4A4,Tooth Fairy,Classified,Fracture Case,$8.76 USD,$4.98 USD,$3.05 USD,$2.82 USD,$2.29 USD,2020
AK-47,Legion of Anubis,Covert,Fracture Case,$21.47 USD,$12.54 USD,$7.28 USD,$8.85 USD,$5.96 USD,2020
Desert Eagle,Printstream,Covert,Fracture Case,,,,,,2020
G3SG1,Digital Mesh,Mil-Spec,Broken Fang Case,$0.77 USD,$0.57 USD,$0.53 USD,$0.44 USD,$0.41 USD,2020
M249,Deep Relief,Mil-Spec,Broken Fang Case,$0.85 USD,$0.52 USD,$0.52 USD,$0.40 USD,$0.45 USD,2020
P250,Contaminant,Mil-Spec,Broken Fang Case,$0.72 USD,$0.57 USD,$0.50 USD,$0.44 USD,$0.47 USD,2020
CZ75-Auto,Vendetta,Mil-Spec,Broken Fang Case,$1.10 USD,$0.57 USD,$0.57 USD,$0.42 USD,$0.42 USD,2020
P90,Cocoa Rampage,Mil-Spec,Broken Fang Case,$0.73 USD,$0.51 USD,$0.51 USD,$0.42 USD,$0.41 USD,2020
Galil AR,Vandal,Mil-Spec,Broken Fang Case,$1.28 USD,$0.56 USD,$0.51 USD,$0.38 USD,$0.41 USD,2020
MP5-SD,Condition Zero,Mil-Spec,Broken Fang Case,$0.91 USD,$0.53 USD,$0.49 USD,$0.40 USD,$0.40 USD,2020
UMP-45,Gold Bismuth,Restricted,Broken Fang Case,$6.13 USD,$3.67 USD,$2.81 USD,$2.45 USD,$1.84 USD,2020
Dual Berettas,Dezastre,Restricted,Broken Fang Case,$6.71 USD,$3.75 USD,$2.83 USD,$2.14 USD,$1.81 USD,2020
Nova,Clear Polymer,Restricted,Broken Fang Case,$6.28 USD,$3.77 USD,$2.82 USD,$1.99 USD,$1.76 USD,2020
SSG 08,Parallax,Restricted,Broken Fang Case,$6.20 USD,$4.00 USD,$2.69 USD,$1.79 USD,$1.81 USD,2020
AWP,Exoskeleton,Restricted,Broken Fang Case,$7.64 USD,$3.70 USD,$2.79 USD,$2.06 USD,$1.83 USD,2020
Five-SeveN,Fairy Tale,Classified,Broken Fang Case,$50.03 USD,$28.25 USD,$17.20 USD,$16.25 USD,$15.68 USD,2020
USP-S,Monster Mashup,Classified,Broken Fang Case,$43.72 USD,$27.24 USD,$17.60 USD,$16.24 USD,$16.07 USD,2020
M4A4,Cyber Security,Classified,Broken Fang Case,$50.56 USD,$29.65 USD,$17.61 USD,$17.71 USD,$17.50 USD,2020
Glock-18,Neo-Noir,Covert,Broken Fang Case,$61.12 USD,$25.14 USD,$10.68 USD,$7.74 USD,$7.85 USD,2020
M4A1-S,Printstream,Covert,Broken Fang Case,$128.72 USD,$60.25 USD,$37.31 USD,$36.68 USD,$27.78 USD,2020
UMP-45,Oscillator,Mil-Spec,Snakebite Case,$0.40 USD,$0.15 USD,$0.09 USD,$0.08 USD,$0.08 USD,2021
Nova,Windblown,Mil-Spec,Snakebite Case,$0.40 USD,$0.15 USD,$0.09 USD,$0.12 USD,$0.10 USD,2021
M249,O.S.I.P.R.,Mil-Spec,Snakebite Case,$0.40 USD,$0.15 USD,$0.09 USD,$0.08 USD,$0.08 USD,2021
CZ75-Auto,Circaetus,Mil-Spec,Snakebite Case,$0.50 USD,$0.17 USD,$0.09 USD,$0.08 USD,$0.08 USD,2021
R8 Revolver,Junk Yard,Mil-Spec,Snakebite Case,$0.45 USD,$0.15 USD,$0.09 USD,$0.08 USD,$0.08 USD,2021
SG 553,Heavy Metal,Mil-Spec,Snakebite Case,$0.45 USD,$0.14 USD,$0.09 USD,$0.07 USD,$0.08 USD,2021
Glock-18,Clear Polymer,Mil-Spec,Snakebite Case,$0.55 USD,$0.15 USD,$0.09 USD,$0.09 USD,$0.08 USD,2021
Negev,dev_texture,Restricted,Snakebite Case,$1.27 USD,$0.50 USD,$0.23 USD,$0.24 USD,$0.22 USD,2021
MAC-10,Button Masher,Restricted,Snakebite Case,,,,,,2021
P250,Cyber Shell,Restricted,Snakebite Case,,,,,,2021
Desert Eagle,Trigger Discipline,Restricted,Snakebite Case,,,,,,2021
AK-47,Slate,Restricted,Snakebite Case,$8.50 USD,$3.60 USD,$2.02 USD,$1.88 USD,$1.85 USD,2021
XM1014,XOXO,Classified,Snakebite Case,$8.82 USD,$3.46 USD,$1.44 USD,$1.26 USD,$1.10 USD,2021
Galil AR,Chromatic Aberration,Classified,Snakebite Case,$10.16 USD,$4.05 USD,$1.73 USD,$1.29 USD,$1.25 USD,2021
MP9,Food Chain,Classified,Snakebite Case,$9.13 USD,$3.49 USD,$1.71 USD,$1.21 USD,$1.18 USD,2021
M4A4,In Living Color,Covert,Snakebite Case,$38.26 USD,$14.22 USD,$6.07 USD,$6.91 USD,$4.86 USD,2021
USP-S,The Traitor,Covert,Snakebite Case,$60.67 USD,$19.95 USD,$11.90 USD,$9.62 USD,$8.89 USD,2021
AUG,Plague,Mil-Spec,Operation Riptide Case,$1.50 USD,$0.84 USD,$0.37 USD,$0.42 USD,$0.34 USD,2021
Dual Berettas,Tread,Mil-Spec,Operation Riptide Case,$1.49 USD,$0.73 USD,$0.44 USD,$0.29 USD,$0.29 USD,2021
G3SG1,Keeping Tabs,Mil-Spec,Operation Riptide Case,$1.21 USD,$0.77 USD,$0.38 USD,$0.37 USD,$0.28 USD,2021
MP7,Guerrilla,Mil-Spec,Operation Riptide Case,$1.48 USD,$0.72 USD,$0.38 USD,$0.28 USD,$0.27 USD,2021
PP-Bizon,Lumen,Mil-Spec,Operation Riptide Case,$1.54 USD,$0.82 USD,$0.38 USD,$0.37 USD,$0.29 USD,2021
USP-S,Black Lotus,Mil-Spec,Operation Riptide Case,$5.99 USD,$1.61 USD,$0.86 USD,$0.66 USD,$0.58 USD,2021
XM1014,Watchdog,Mil-Spec,Operation Riptide Case,$5.25 USD,$1.68 USD,$0.93 USD,$0.56 USD,$0.48 USD,2021
MAG-7,BI83 Spectrum,Restricted,Operation Riptide Case,$2.36 USD,$1.35 USD,$0.67 USD,$0.96 USD,$1.11 USD,2021
FAMAS,ZX Spectron,Restricted,Operation Riptide Case,$7.32 USD,$2.73 USD,$1.47 USD,$1.13 USD,$1.06 USD,2021
Five-SeveN,Boost Protocol,Restricted,Operation Riptide Case,$3.16 USD,$1.89 USD,$1.26 USD,$1.57 USD,,2021
MP9,Mount Fuji,Restricted,Operation Riptide Case,$8.88 USD,$6.16 USD,$2.75 USD,$2.34 USD,$1.98 USD,2021
M4A4,Spider Lily,Restricted,Operation Riptide Case,$17.31 USD,$6.28 USD,$2.97 USD,$2.20 USD,$1.95 USD,2021
MAC-10,Toybox,Classified,Operation Riptide Case,$18.10 USD,$6.38 USD,$3.64 USD,$3.49 USD,$3.50 USD,2021
Glock-18,Snack Attack,Classified,Operation Riptide Case,$23.44 USD,$6.89 USD,$3.80 USD,$2.87 USD,$2.46 USD,2021
SSG 08,Turbo Peek,Classified,Operation Riptide Case,$15.46 USD,$8.00 USD,$4.69 USD,$5.63 USD,$4.10 USD,2021
AK-47,Leet Museo,Covert,Operation Riptide Case,$62.92 USD,$30.36 USD,$17.45 USD,$20.73 USD,$16.77 USD,2021
